"V1","V2","V3","V4","V5","F1","F2","F3","F4","F5","F6","F7","theta_V1","theta_V2","theta_V3","theta_V4","theta_V5","theta_F1","theta_F2","theta_F3","theta_F4","theta_F5","theta_F6","theta_F7"
0.3,0.4,0,0.1,0,3,3,3,3,3,3,3,0.0232936239233453,0.0334628203847235,0.0288344044479958,0.0384000969919821,0.0486551088255454,0.376804393174586,0.376971906354641,0.376895585097205,0.376910617733917,0.376936819870009,0.377182530369194,0.377456820834403
0.4,0.4,0,0.1,0,3,3,3,3,3,3,3,0.0265903273430376,0.0334647507954613,0.0288364357481648,0.038402548180494,0.0486585132277429,0.376871866474908,0.377003957537796,0.377036520239416,0.376958327919924,0.376972520429439,0.37720671259732,0.377479871334171
0.5,0.4,0,0.1,0,3,3,3,3,3,3,3,0.0308385745065393,0.0334672541596474,0.0288390699554633,0.0384057269013496,0.0486629280714465,0.37695938731305,0.377045525585412,0.37721934347158,0.377020210093468,0.377018822877159,0.377238072450569,0.377509763561113
0,0.5,0,0.1,0,3,3,3,3,3,3,3,0.0168365871116196,0.038528397929855,0.0288337774073203,0.0384002915138426,0.0486545502761307,0.376768696543125,0.377085391699558,0.376708991261017,0.376999995537082,0.376999379589108,0.37744780661684,0.377838886473863
0.1,0.5,0,0.1,0,3,3,3,3,3,3,3,0.0185721351927521,0.0385295276504168,0.028834833190664,0.0384015654569354,0.0486563197014512,0.376803762046311,0.377102047654784,0.376782233626614,0.377024789280438,0.377017932553509,0.377460371337274,0.377850861295406
0.2,0.5,0,0.1,0,3,3,3,3,3,3,3,0.020683296862264,0.0385309062716075,0.0288361215885772,0.0384031200801618,0.0486584789704674,0.376846558458914,0.377122374252789,0.376871627142757,0.377055048435427,0.377040574574227,0.377475704401418,0.377865474493518
0.3,0.5,0,0.1,0,3,3,3,3,3,3,3,0.0232961683060665,0.0385326192445218,0.0288377224625477,0.0384050517468168,0.0486611619232718,0.376899742177149,0.377147632105407,0.376982722911836,0.377092650579198,0.377068710109971,0.377494756254746,0.377883631894291
0.4,0.5,0,0.1,0,3,3,3,3,3,3,3,0.0265931957278655,0.0385347914347791,0.0288397525114936,0.0384075012692555,0.0486645641349493,0.376967196338757,0.377179663562951,0.377123636513354,0.377140340121129,0.377104391837514,0.377518915759328,0.377906657159021
0.5,0.5,0,0.1,0,3,3,3,3,3,3,3,0.0308418354404726,0.0385376083195122,0.0288423850836754,0.0384106778144618,0.0486689761169985,0.377054691925964,0.377221205829186,0.377306430899699,0.37720219522003,0.377150669639307,0.377550245993748,0.37793651651648
0,0,0.1,0.1,0,3,3,3,3,3,3,3,0.0168319620496532,0.0214627337072052,0.0316396729168371,0.0383872901244732,0.0486387615079079,0.376541930057781,0.376567337207681,0.376458621796253,0.376428479591488,0.376596975345698,0.376448979190657,0.376449196401059
0.1,0,0.1,0.1,0,3,3,3,3,3,3,3,0.0185670505617706,0.0214634005296384,0.0316408280009949,0.0383885664926681,0.0486405341127449,0.376577022164093,0.376584021521602,0.376531893709655,0.37645330315353,0.376615555601515,0.376461577205521,0.376461208437492
0.2,0,0.1,0.1,0,3,3,3,3,3,3,3,0.0206776636298685,0.0214642142972183,0.0316422376172283,0.0383901241241025,0.0486426973249543,0.376619851676978,0.376604383237939,0.376621324190376,0.376483599268798,0.376638231451395,0.376476951390562,0.37647586754182
0.3,0,0.1,0.1,0,3,3,3,3,3,3,3,0.0232898761027134,0.0214652254839039,0.0316439892116759,0.0383920596390313,0.0486453853261672,0.376673078035277,0.376629685880642,0.376732468045254,0.376521248634198,0.376666410202444,0.376496055382996,0.376494082975293
0.4,0,0.1,0.1,0,3,3,3,3,3,3,3,0.0265860880648743,0.0214664977148232,0.031646195448202,0.0383944959628626,0.0486487710874291,0.3767404086817,0.376661597217582,0.376873264105986,0.376568821084435,0.376701969728913,0.376520104546515,0.37651700557987
0.5,0,0.1,0.1,0,3,3,3,3,3,3,3,0.0308337550581954,0.0214681601404866,0.031649075195848,0.0383976780429721,0.0486531903513265,0.376827967095057,0.37670320547929,0.377056131270002,0.376630746358979,0.376748310992226,0.376551512849525,0.376546952798229
0,0.1,0.1,0.1,0,3,3,3,3,3,3,3,0.0168327433736758,0.023630209229175,0.0316411887109235,0.0383893625701897,0.0486412934398667,0.376581772225858,0.376640734214892,0.376495037908386,0.376504510220839,0.376652073744245,0.376579360222873,0.37662741270765
0.1,0.1,0.1,0.1,0,3,3,3,3,3,3,3,0.0185679095566237,0.0236309403083254,0.0316423435078157,0.0383906385887675,0.0486430655892537,0.376616860455745,0.376657414600566,0.376568305528325,0.376529329705732,0.376670650196822,0.376591953882991,0.376639420027945
0.2,0.1,0.1,0.1,0,3,3,3,3,3,3,3,0.0206786153765371,0.023631832495349,0.0316437527811323,0.0383921958008082,0.0486452282516449,0.376659685290911,0.376677771583444,0.376657730792896,0.376559620886862,0.376693321464507,0.376607322802359,0.376654073424314
0.3,0.1,0.1,0.1,0,3,3,3,3,3,3,3,0.0232909395927219,0.0236329411199704,0.0316455039333235,0.0383941307830289,0.0486479155506126,0.376712905660378,0.376703068213172,0.376768867941474,0.376597263974091,0.37672149439514,0.376626420137235,0.376672281667499
0.4,0.1,0.1,0.1,0,3,3,3,3,3,3,3,0.0265872867921426,0.0236343356758851,0.0316477093796154,0.0383965661394433,0.0486513000561154,0.376780225784538,0.376734968938384,0.376909652456428,0.376644825446081,0.376757043580468,0.376650457723287,0.376695191881043
0.5,0.1,0.1,0.1,0,3,3,3,3,3,3,3,0.0308351178568181,0.0236361582787701,0.0316505883936944,0.0383997473294609,0.0486557181474426,0.376867774026988,0.376776567137695,0.377092507914946,0.376706740144055,0.376803375075203,0.376681854922374,0.376725127109054
0,0.2,0.1,0.1,0,3,3,3,3,3,3,3,0.0168336910527215,0.0262487393576588,0.0316430272271059,0.0383918762241399,0.0486443644259799,0.376630103418572,0.376729774464161,0.376539212719172,0.376596745763787,0.37671891366171,0.376737534512259,0.376843621522405
0.1,0.2,0.1,0.1,0,3,3,3,3,3,3,3,0.0185689514416114,0.0262495462832062,0.0316441816733135,0.0383931518163721,0.0486461360084361,0.376665186879177,0.376746450005717,0.376612475055538,0.376621560182722,0.376737485435564,0.376750122754863,0.376855622972549
0.2,0.2,0.1,0.1,0,3,3,3,3,3,3,3,0.0206797697538199,0.0262505310307107,0.0316455905228723,0.0383947085133865,0.0486482979907302,0.376708005926284,0.376766801114037,0.37670189386859,0.376651845227337,0.376760151034469,0.37676548509386,0.376870269212518
0.3,0.2,0.1,0.1,0,3,3,3,3,3,3,3,0.0232922295083152,0.0262517546771601,0.0316473411469505,0.0383966428511621,0.0486509844487449,0.376761219085697,0.376792090457344,0.376813022945989,0.376689480726175,0.376788316914985,0.37678457432249,0.376888468652693
0.4,0.2,0.1,0.1,0,3,3,3,3,3,3,3,0.026588740695602,0.0262532934001799,0.03164954558437,0.0383990769717774,0.0486543673499417,0.376828525765382,0.376823977518422,0.376953792785746,0.376737028072484,0.376823852825605,0.376808596878414,0.376911362693113
0.5,0.2,0.1,0.1,0,3,3,3,3,3,3,3,0.0308367707533527,0.0262553050701674,0.0316524237066455,0.0384022570793668,0.0486587840156049,0.376916061612982,0.376865563402498,0.37713663399301,0.376798929827389,0.376870172389985,0.376839980410318,0.376941283104324
0,0.3,0.1,0.1,0,3,3,3,3,3,3,3,0.0168348588744684,0.0294599316442158,0.031645292821296,0.0383949737395521,0.0486481487416357,0.376689671157394,0.376839523069446,0.376593657167816,0.376710433257735,0.376801296150843,0.376932503250511,0.377110128183273
0.1,0.3,0.1,0.1,0,3,3,3,3,3,3,3,0.0185702353556605,0.0294608285477928,0.0316464468378805,0.0383962488088583,0.048649919633317,0.376724748761838,0.376856192620574,0.376666913029244,0.37673524142729,0.376819862156612,0.376945084743942,0.377122122270277
0.2,0.3,0.1,0.1,0,3,3,3,3,3,3,3,0.0206811922913695,0.0294619231033497,0.0316478551598846,0.0383978048638296,0.0486520807746539,0.376767560616864,0.376876536392484,0.376756323853413,0.376765518833826,0.376842520685616,0.376960438841585,0.377136759513444
0.3,0.3,0.1,0.1,0,3,3,3,3,3,3,3,0.0232938190635148,0.0294632831984907,0.0316496051317706,0.0383997384093595,0.0486547661876448,0.376820764813593,0.376901816641083,0.376867442880531,0.376803144821906,0.376870677802748,0.376979517843759,0.377154947793168
0.4,0.3,0.1,0.1,0,3,3,3,3,3,3,3,0.0265905322648588,0.029464991001039,0.0316518082417749,0.0384021708968632,0.048658146981171,0.376888053725333,0.376933685331309,0.377008193498758,0.376850673232403,0.376906195980928,0.377003519835064,0.377177819415018
0.5,0.3,0.1,0.1,0,3,3,3,3,3,3,3,0.0308388075238945,0.0294672269302914,0.0316546852612967,0.0384053496653861,0.0486625618836697,0.37697557419265,0.376975255839671,0.377191017047046,0.376912558830436,0.376952500695146,0.377034886165822,0.377207721074508
0,0.4,0.1,0.1,0,3,3,3,3,3,3,3,0.0168363149997781,0.033461765174834,0.0316481181197334,0.0383988386641279,0.0486528699462109,0.376764187222615,0.376976975077891,0.376661748221207,0.376852825949931,0.376904425173199,0.377176838389538,0.377444185877335
0.1,0.4,0.1,0.1,0,3,3,3,3,3,3,3,0.0185718360479918,0.0334627686352805,0.0316492713810985,0.0384001128197414,0.0486546396487664,0.376799254833401,0.376993634454006,0.376734993204572,0.376877623606271,0.376922981323739,0.377189408651473,0.377456167851033
0.2,0.4,0.1,0.1,0,3,3,3,3,3,3,3,0.0206829654426824,0.0334639931803388,0.0316506787335398,0.0384016677025908,0.0486567992564917,0.376842053826676,0.377013965230689,0.376824389934281,0.376907887542737,0.376945627237144,0.377204748481481,0.377470789780708
0.3,0.4,0.1,0.1,0,3,3,3,3,3,3,3,0.0232957980110232,0.0334655147122865,0.0316524274118866,0.0384035996923793,0.0486594826309171,0.376895240767807,0.377039228282915,0.376935489731717,0.376945495639279,0.376973767618134,0.377223808747398,0.377488958036462
0.4,0.4,0.1,0.1,0,3,3,3,3,3,3,3,0.0265927783211094,0.0334674441441055,0.0316546448894895,0.0384060496256332,0.0486628853787092,0.37696269904757,0.377071266348633,0.377076408508831,0.37699319275229,0.377009455506258,0.377247978931542,0.377511997078058
0.5,0.4,0.1,0.1,0,3,3,3,3,3,3,3,0.0308413609716562,0.0334699462286117,0.0316575205194235,0.0384092267056702,0.0486672980589094,0.377050200036623,0.377112817213006,0.37725920973866,0.37705505771331,0.377055741329233,0.377279323037748,0.377541874323819
0,0.5,0.1,0.1,0,3,3,3,3,3,3,3,0.0168381834108048,0.0385314318586987,0.0316517428401266,0.0384037942745896,0.0486589243978618,0.376859547034846,0.377152710914348,0.376748902826043,0.377034871640535,0.377036325950753,0.377489076710362,0.377871010630283
0.1,0.5,0.1,0.1,0,3,3,3,3,3,3,3,0.0185738901814925,0.0385325610098502,0.0316528953978557,0.0384050675729112,0.0486606929738763,0.376894604942508,0.377169360152258,0.37682213712797,0.377059658738692,0.377054872441054,0.377501635247049,0.377882979569458
0.2,0.5,0.1,0.1,0,3,3,3,3,3,3,3,0.0206852413395501,0.0385339389345851,0.031654301889714,0.0384066214074774,0.0486628512039106,0.37693739203261,0.377189678528502,0.376911520690463,0.377089909747257,0.377077506533877,0.377516960747173,0.377897585572352
0.3,0.5,0.1,0.1,0,3,3,3,3,3,3,3,0.0232983410674339,0.0385356510390456,0.0316560494951398,0.0384085520907526,0.048665532860975,0.376990564067922,0.377214926119186,0.377022603881887,0.377127501699338,0.377105632167507,0.377536003167585,0.377915733999913
0.4,0.5,0.1,0.1,0,3,3,3,3,3,3,3,0.0265956452055983,0.0385378221222222,0.0316582656052483,0.0384110003595894,0.0486689334203578,0.377058003225399,0.377246944475961,0.377163501134879,0.377175178185046,0.377141301240318,0.377560150645322,0.377938747823974
0.5,0.5,0.1,0.1,0,3,3,3,3,3,3,3,0.0308446201909233,0.0385406375597888,0.0316611394481573,0.0384141752661563,0.0486733432416956,0.377145478985336,0.377288469580901,0.377346273541205,0.377237016093615,0.377187562439216,0.377591465155207,0.377968592223177
0,0,0.2,0.1,0,3,3,3,3,3,3,3,0.0168338841557297,0.021464886391462,0.0350074154439366,0.0383915087456837,0.0486440292604136,0.376651232306492,0.376648358726233,0.376506679042842,0.37647049470985,0.376641475619374,0.376498697550371,0.376487932506832
0.1,0,0.2,0.1,0,3,3,3,3,3,3,3,0.0185691637509517,0.0214655528180475,0.035008683037481,0.0383927843383292,0.0486458008515547,0.376686315255185,0.376665034951378,0.376579941281619,0.376495310321264,0.376660048100799,0.376511288152316,0.376499937489741
0.2,0,0.2,0.1,0,3,3,3,3,3,3,3,0.0206800049958184,0.0214663661017318,0.0350102299557843,0.0383943410248274,0.0486479628182779,0.37672913354347,0.376685386782434,0.376669359840708,0.376525596673504,0.376682714449267,0.376526653263802,0.376514587972158
0.3,0,0.2,0.1,0,3,3,3,3,3,3,3,0.0232924923745676,0.021467376682708,0.0350121521446637,0.0383962753557028,0.0486506492605322,0.376782345761933,0.376710677025637,0.376780488567278,0.376563233777998,0.376710881279393,0.376545745895345,0.376532792611651
0.4,0,0.2,0.1,0,3,3,3,3,3,3,3,0.0265890371995962,0.0214686478739088,0.0350145724906682,0.0383987096837055,0.0486540324170403,0.376849653288145,0.37674256767464,0.37692126012868,0.376610785757525,0.376746420800057,0.37656977582203,0.376555696750497
0.5,0,0.2,0.1,0,3,3,3,3,3,3,3,0.0308371078756157,0.0214703092825152,0.0350177326625902,0.0384018897793948,0.0486584490650986,0.37693718759397,0.376784155086986,0.377104100711735,0.376672690220972,0.376792741954589,0.376601165060782,0.376585625845562
0,0.1,0.2,0.1,0,3,3,3,3,3,3,3,0.0168346650062473,0.0236325693428618,0.0350090788676509,0.0383935800336644,0.0486465597952136,0.37669106205297,0.376721742636351,0.376543083789373,0.376546512916935,0.376696561833325,0.376629064473021,0.376666133483869
0.1,0.1,0.2,0.1,0,3,3,3,3,3,3,3,0.0185700222249248,0.0236332999874324,0.0350103461410251,0.0383948552801245,0.0486483309200277,0.376726141099836,0.376738414927226,0.376616341709135,0.376571324402413,0.376715130516988,0.376641650695634,0.376678133749769
0.2,0.1,0.2,0.1,0,3,3,3,3,3,3,3,0.0206809561576116,0.0236341916399974,0.0350118926773876,0.0383964115410768,0.0486504923324794,0.376768954651721,0.376758761970819,0.376705754976551,0.376601605773295,0.376737792225912,0.376657010494737,0.376692778472927
0.3,0.1,0.2,0.1,0,3,3,3,3,3,3,3,0.0232935552135775,0.023635299602145,0.0350138143885498,0.0383983453428194,0.0486531780785704,0.376822160942338,0.37678404624918,0.376816877058475,0.376639236647789,0.376765953275709,0.37667609651284,0.37671097596233
0.4,0.1,0.2,0.1,0,3,3,3,3,3,3,3,0.0265902351845916,0.0236366930116695,0.0350162338531609,0.0384007786978879,0.0486565599712432,0.376889457872763,0.376815926221456,0.376957637001493,0.376686777584722,0.376801482396774,0.376700114799187,0.37673386764919
0.5,0.1,0.2,0.1,0,3,3,3,3,3,3,3,0.030838469825812,0.0236385144985169,0.0350193932185511,0.038403957904547,0.0486609754480901,0.376976982018164,0.376857503581771,0.377140465889663,0.376748671482019,0.376847793793138,0.376731492944284,0.376763784764074
0,0.2,0.2,0.1,0,3,3,3,3,3,3,3,0.0168356121043343,0.0262513443173759,0.0350110964355909,0.0383960922789282,0.0486496290612953,0.376739378021654,0.376810766807974,0.376587244633663,0.376638733130017,0.376763386821799,0.376787221321996,0.376882323317115
0.1,0.2,0.2,0.1,0,3,3,3,3,3,3,3,0.0185710634692236,0.0262521507586515,0.0350123633238273,0.0383973670953866,0.0486513996252831,0.376774452297466,0.376827434233984,0.37666049726815,0.376663539559299,0.376781950802247,0.37679980210899,0.376894317668341
0.2,0.2,0.2,0.1,0,3,3,3,3,3,3,3,0.0206821098248179,0.0262531349168663,0.0350139093883547,0.0383989228401398,0.0486535603494979,0.376817260031967,0.376847775388274,0.376749904069163,0.376693814765506,0.376804606830783,0.376815155321463,0.376908955253421
0.3,0.2,0.2,0.1,0,3,3,3,3,3,3,3,0.023294844331141,0.0262543578294484,0.0350158305199305,0.0384008560001216,0.0486562452576381,0.376870459121152,0.376873052390701,0.376861018072733,0.376731438058195,0.376832760844453,0.376834233234156,0.376927143931222
0.4,0.2,0.2,0.1,0,3,3,3,3,3,3,3,0.0265916881856197,0.0262558952808623,0.0350182488685182,0.0384032881166706,0.0486596255449354,0.376937742594243,0.37690491867943,0.37700176334068,0.376778964859534,0.376868276671781,0.376858236473601,0.376950019425334
0.5,0.2,0.2,0.1,0,3,3,3,3,3,3,3,0.0308401216909515,0.0262579057172839,0.0350214072534114,0.0384064662421966,0.0486640395977833,0.377025254357692,0.376946483737226,0.377184577990784,0.3768408458266,0.376914576150549,0.376889600964161,0.376979921735967
0,0.3,0.2,0.1,0,3,3,3,3,3,3,3,0.0168367792070697,0.0294628270439714,0.0350135826631802,0.0383991880508082,0.048653411246983,0.376798926844971,0.376920495333603,0.376641671734718,0.376752401457754,0.376845750715683,0.376982168104436,0.377148805958949
0.1,0.3,0.2,0.1,0,3,3,3,3,3,3,3,0.0185723465907296,0.0294637234095047,0.035014849079141,0.0384004623433797,0.0486551811292892,0.376833995282612,0.376937156783952,0.376714917911345,0.376777201685134,0.37686430893779,0.376994742178766,0.377160792972207
0.2,0.3,0.2,0.1,0,3,3,3,3,3,3,3,0.0206835314882966,0.0294648173134371,0.0350163945757542,0.0384020174568357,0.0486573410196283,0.376876795921245,0.376957490693285,0.376804316809131,0.376807469317476,0.376886957986431,0.377010087218143,0.377175421630074
0.3,0.3,0.2,0.1,0,3,3,3,3,3,3,3,0.0232964329076524,0.0294661765848965,0.035018314984392,0.0384039498226381,0.0486600248804513,0.376929986018339,0.376982758564349,0.376915420748092,0.376845083068278,0.376915103210677,0.377029154856119,0.377193599088097
0.4,0.3,0.2,0.1,0,3,3,3,3,3,3,3,0.0265934786389392,0.029467882947291,0.0350207318571196,0.0384063802931131,0.0486634030482213,0.376997251612607,0.377014606366502,0.377056146688895,0.376892590833711,0.376950601187415,0.377053137424038,0.377216452051471
0.5,0.3,0.2,0.1,0,3,3,3,3,3,3,3,0.0308421571861265,0.0294701175024237,0.0350238890296122,0.0384095570811932,0.0486678153399845,0.377084748011983,0.377056156064599,0.377238943696673,0.376954455660083,0.376996885832063,0.377084484729477,0.377246335626388
0,0.4,0.2,0.1,0,3,3,3,3,3,3,3,0.0168382342124928,0.0334650048355139,0.0350166823289044,0.0384030502872875,0.0486581291682292,0.376873414010477,0.377057916812193,0.376709736062232,0.376894764929109,0.37694885129197,0.377226470091247,0.377482827582126
0.1,0.4,0.2,0.1,0,3,3,3,3,3,3,3,0.0185739460498279,0.0334660076889099,0.0350179479079937,0.0384043236643658,0.0486598978455196,0.376908472405138,0.377074568049067,0.376782971313175,0.376919554562479,0.376967399623471,0.377239032878666,0.377494802451554
0.2,0.4,0.2,0.1,0,3,3,3,3,3,3,3,0.0206853032622372,0.0334672314914488,0.0350194923214182,0.0384058775949514,0.0486620561990351,0.376951260087438,0.377094888863719,0.376872356029926,0.376949808663602,0.376990035962115,0.37725436356561,0.377509415691048
0.3,0.4,0.2,0.1,0,3,3,3,3,3,3,3,0.0232984102906899,0.0334687520975349,0.0350214112968267,0.0384078083973821,0.0486647380093074,0.377004432854822,0.377120139482533,0.376983440648477,0.376987404455993,0.377018164384423,0.377273412430052,0.377527573110034
0.4,0.4,0.2,0.1,0,3,3,3,3,3,3,3,0.0265957232888773,0.033470680349055,0.0350238447161405,0.0384102568170428,0.0486681387625976,0.377071872933703,0.377152161676119,0.377124339697895,0.377035085807295,0.377053836990109,0.377297568077819,0.377550598335136
0.5,0.4,0.2,0.1,0,3,3,3,3,3,3,3,0.0308447090266444,0.0334731808906789,0.0350270003608882,0.0384134319186676,0.0486725488346541,0.377159349875063,0.377193691750449,0.377307114407813,0.377096930017005,0.377100102763692,0.377328893179142,0.377580457516932
0,0.5,0.2,0.1,0,3,3,3,3,3,3,3,0.0168401014539447,0.0385350772838101,0.0350206599810351,0.0384080030539439,0.0486641801586176,0.376968742654128,0.377233618888161,0.37679686209462,0.377076778309335,0.377080721069833,0.377538670456895,0.377909610040873
0.1,0.5,0.2,0.1,0,3,3,3,3,3,3,3,0.0185759988963956,0.0385362057484444,0.0350219247865029,0.0384092755747557,0.0486659477106833,0.377003791355785,0.377250259997164,0.376870086674133,0.377101557394898,0.377099259751347,0.377551221529707,0.377921571886625
0.2,0.5,0.2,0.1,0,3,3,3,3,3,3,3,0.0206875777312539,0.0385375828333786,0.0350234682537503,0.0384108284583076,0.0486681046881066,0.377046567147242,0.377270568423931,0.3769594582359,0.377131798580719,0.377121884281875,0.377566537899655,0.377936169212458
0.3,0.5,0.2,0.1,0,3,3,3,3,3,3,3,0.0233009517481432,0.0385392938907251,0.0350253860495489,0.0384127579557936,0.0486707847830203,0.377099725024343,0.377295803596966,0.377070526263945,0.377169378244465,0.37714999797248,0.377585568934739,0.377954306819687
0.4,0.5,0.2,0.1,0,3,3,3,3,3,3,3,0.0265985883646498,0.0385414636391408,0.03502781796542,0.0384152047130477,0.0486741833504816,0.377167146001038,0.377327806101998,0.377211403809455,0.377217038989003,0.377185651783057,0.377609701897133,0.37797730684876
0.5,0.5,0.2,0.1,0,3,3,3,3,3,3,3,0.0308479661789217,0.03854427733196,0.0350309716455248,0.0384183776438241,0.0486785905670319,0.377254597739644,0.377369310443395,0.377394149722727,0.377278856172988,0.377231892958876,0.377640997429297,0.378007133211684
0,0,0.3,0.1,0,3,3,3,3,3,3,3,0.0168362234811682,0.0214675063629974,0.0390812381085441,0.0383966430931528,0.0486504404634244,0.376784308016959,0.376746995769256,0.376565172447327,0.376521631330072,0.376695638099459,0.376559215691925,0.376535077462909
0.1,0,0.3,0.1,0,3,3,3,3,3,3,3,0.0185717356301264,0.0214681723000234,0.0390826361327538,0.038397917733321,0.0486522107914453,0.376819379589422,0.376763661969197,0.37663842275296,0.376546437076201,0.37671420099445,0.376571797098272,0.376547073724846
0.2,0,0.3,0.1,0,3,3,3,3,3,3,3,0.0206828545698879,0.0214689849896248,0.0390843422298664,0.0383994732622898,0.0486543712411563,0.37686218404259,0.376784001634484,0.376727826714754,0.376576711497105,0.376736855703452,0.376587151084978,0.376561713627339
0.3,0,0.3,0.1,0,3,3,3,3,3,3,3,0.0232956765193148,0.0214699948311932,0.0390864622064863,0.0384014061486933,0.0486570557820419,0.37691537890983,0.376809276684706,0.376838936995372,0.376614333644266,0.376765007983783,0.376606229835789,0.37657990509063
0.4,0,0.3,0.1,0,3,3,3,3,3,3,3,0.0265926263564833,0.021471264694792,0.0390891288789875,0.0384038379221572,0.0486604356131867,0.376982656655317,0.376841140715826,0.376979677458851,0.376661859520695,0.376800521931229,0.37663023514638,0.376602785644252
0.5,0,0.3,0.1,0,3,3,3,3,3,3,3,0.0308411882965119,0.0214729248593969,0.0390926141140062,0.0384070155905475,0.048664849062499,0.377070161276572,0.376882702502969,0.377162485546625,0.376723738533592,0.376846818482249,0.376661601035473,0.37663269257069
0,0.1,0.3,0.1,0,3,3,3,3,3,3,3,0.0168370037445732,0.0236354417633162,0.0390830726728526,0.0383987129650086,0.0486529692701699,0.3768241223747,0.376820363556458,0.376601563152596,0.376597634239489,0.376750709369793,0.376689565295708,0.376713259686646
0.1,0.1,0.3,0.1,0,3,3,3,3,3,3,3,0.0185725934597175,0.0236361718720483,0.0390844703498702,0.0383999872583464,0.0486547391445241,0.376859190100745,0.376837025855587,0.3766748091951,0.376622435929077,0.3767692684869,0.37670214237045,0.376725251258058
0.2,0.1,0.3,0.1,0,3,3,3,3,3,3,3,0.0206838050174773,0.0236370628680469,0.0390861760095981,0.0384015423585818,0.0486568990206788,0.376901989727851,0.376857360657461,0.376764207805867,0.37665270525976,0.376791918499549,0.376717490951442,0.376739885332426
0.3,0.1,0.3,0.1,0,3,3,3,3,3,3,3,0.0232967385577725,0.0236381700224891,0.0390882954628366,0.0384034747198549,0.0486595828733259,0.376955178710649,0.376882629794426,0.376875311468631,0.376690321233147,0.376820065046402,0.376736563151787,0.376758069709774
0.4,0.1,0.3,0.1,0,3,3,3,3,3,3,3,0.0265938234336434,0.0236395619682508,0.039090961143352,0.0384059055152914,0.0486629614379506,0.377022445824045,0.376914483096884,0.377016040288511,0.376737836027943,0.376855568544613,0.376760556762372,0.376780937735766
0.5,0.1,0.3,0.1,0,3,3,3,3,3,3,3,0.0308425492092029,0.0236413820900449,0.0390944454863159,0.0384090822959656,0.0486673737177434,0.377109940298078,0.37695603484489,0.377198836694981,0.376799704487704,0.376901855350398,0.376791911570528,0.376810832694575
0,0.2,0.3,0.1,0,3,3,3,3,3,3,3,0.0168379501329701,0.0262545147199686,0.0390852978131194,0.0384012234868184,0.0486560364356299,0.376872419596358,0.376909367983095,0.376645706917066,0.376689835710953,0.376817516092007,0.376847700792225,0.376929426293277
0.1,0.2,0.3,0.1,0,3,3,3,3,3,3,3,0.0185736339254894,0.0262553205739985,0.0390866950601301,0.0384024973549773,0.0486578057490333,0.376907482568017,0.376926025452904,0.376718947707897,0.376714632372172,0.376836070549588,0.376860272478365,0.37694141201994
0.2,0.2,0.3,0.1,0,3,3,3,3,3,3,3,0.0206849578206091,0.0262563040130073,0.0390884002140567,0.0384040519412034,0.0486599649586051,0.376950276482792,0.376946354454767,0.376808339930485,0.376744895671051,0.376858714943977,0.37687561459406,0.376956039057082
0.3,0.2,0.3,0.1,0,3,3,3,3,3,3,3,0.0232980267075627,0.0262575260261658,0.0390905190153674,0.0384059836568133,0.0486626479596289,0.377003458194669,0.376971616245414,0.37691943546044,0.376782503970194,0.376886854396226,0.376894678595644,0.376974214533976
0.4,0.2,0.3,0.1,0,3,3,3,3,3,3,3,0.0265952753309843,0.0262590618482642,0.0390931834340658,0.0384084132060252,0.0486660249085595,0.377070711755325,0.377003455773192,0.377060149511116,0.376830004540658,0.376922344517244,0.376918657065688,0.376997066269772
0.5,0.2,0.3,0.1,0,3,3,3,3,3,3,3,0.0308441998129447,0.0262610707759012,0.0390966666925641,0.0384115889071559,0.0486704357663812,0.37715819386324,0.377044995234307,0.377242931695588,0.376891860085862,0.376968619421075,0.37694999823481,0.377026946439743
0,0.3,0.3,0.1,0,3,3,3,3,3,3,3,0.0168391163597893,0.0294663509230669,0.03908803982279,0.0384043171254035,0.0486598160329179,0.376931945197867,0.377019071913082,0.376700112874829,0.376803480707491,0.376899857273799,0.377042620800099,0.377195879653156
0.1,0.3,0.3,0.1,0,3,3,3,3,3,3,3,0.0185749160829461,0.0294672466339901,0.0390894365523501,0.0384055904781554,0.0486615846675539,0.37696700236622,0.377035723447599,0.376773347225701,0.376828271179807,0.376918406025964,0.377055185783193,0.377207858044895
0.2,0.3,0.3,0.1,0,3,3,3,3,3,3,3,0.0206863784137532,0.0294683397347596,0.0390911410671897,0.0384071444275708,0.0486637430387467,0.377009789138449,0.377056045160907,0.376862731520518,0.376858526877873,0.376941043399254,0.377070519699998,0.37722247613601
0.3,0.3,0.3,0.1,0,3,3,3,3,3,3,3,0.0232996140894448,0.0294696980127563,0.0390932590818604,0.038409075356963,0.0486664250037484,0.377062961958067,0.377081297918295,0.376973817080335,0.376896125732746,0.376969174149671,0.377089573533227,0.377240640505486
0.4,0.3,0.3,0.1,0,3,3,3,3,3,3,3,0.0265970644195292,0.0294714025204811,0.0390959218255371,0.0384115032448355,0.0486697998102379,0.37713019745147,0.377113118768868,0.37711451161496,0.376943607068417,0.377004646245455,0.377113531115212,0.377263469478709
0.5,0.3,0.3,0.1,0,3,3,3,3,3,3,3,0.0308462337483074,0.0294736353949376,0.0390994037431072,0.0384146776104881,0.0486742089094914,0.377217664214975,0.377154642889784,0.377297276176983,0.377005446492488,0.377050906334616,0.377144855118703,0.377293330932444
